Cycle No,Residual Capacity or SOH (Actual),Residual Capacity or SOH(Predicted),Error,%error,max. error(percentage),average error(percentage),prediction formula
1035,91.56,91.48656532,0.073434679,0.080203887,,,
1036,91.56,91.4774898,0.082510205,0.090115995,,,
1037,91.56,91.46841715,0.091582855,0.100024962,,,
1038,91.54,91.45934733,0.080652668,0.088106476,,,
1039,91.54,91.45028032,0.089719683,0.098011452,,,
1040,91.53,91.44121606,0.088783939,0.096999824,,,
1041,91.51,91.43215453,0.077845473,0.085067723,,,
1042,91.5,91.42309567,0.076904326,0.084048444,,,
1043,91.49,91.41403946,0.075960535,0.083026052,,,
1044,91.49,91.40498586,0.08501414,0.092921783,,,
1045,91.48,91.39593482,0.084065178,0.091894598,,,
1046,91.47,91.38688631,0.08311369,0.090864425,,,
1047,91.46,91.37784029,0.082159714,0.089831307,,,
1048,91.46,91.36879671,0.091203288,0.099719318,,,
1049,91.45,91.35975555,0.090244452,0.09868174,,,
1050,91.44,91.35071676,0.089283244,0.097641343,,,
1051,91.43,91.3416803,0.088319704,0.096598167,,,
1052,91.4,91.33264613,0.06735387,0.073691324,,,
1053,91.4,91.32361422,0.076385781,0.083573065,,,
1054,91.39,91.31458452,0.075415477,0.082520491,,,
1055,91.37,91.305557,0.064442996,0.07052971,,,
1056,91.36,91.29653162,0.063468377,0.06947064,,,
1057,91.36,91.28750834,0.072491659,0.079347262,,,
1058,91.35,91.27848712,0.071512881,0.07828449,,,
1059,91.34,91.26946792,0.070532083,0.077219272,,,
1060,91.32,91.2604507,0.059549302,0.065209486,,,
1061,91.32,91.25143542,0.068564579,0.075081668,,,
1062,91.32,91.24242205,0.077577952,0.084951765,,,
1063,91.31,91.23341054,0.07658946,0.083878501,,,
1064,91.3,91.22440086,0.075599142,0.082803003,,,
1065,91.28,91.21539296,0.064607037,0.070778962,,,
1066,91.27,91.20638682,0.063613184,0.069697802,,,
1067,91.27,91.19738238,0.072617622,0.079563517,,,
1068,91.27,91.18837961,0.08162039,0.089427403,,,
1069,91.26,91.17937847,0.080621528,0.088342678,,,
1070,91.24,91.17037893,0.069621073,0.076305428,,,
1071,91.24,91.16138094,0.078619065,0.086167322,,,
1072,91.2,91.15238446,0.047615543,0.052210025,,,
1073,91.17,91.14338946,0.026610545,0.02918783,,,
1074,91.17,91.13439589,0.035604111,0.039052442,,,
1075,91.17,91.12540372,0.044596279,0.04891552,,,
1076,91.17,91.11641291,0.053587089,0.058777108,,,
1077,91.16,91.10742342,0.052576579,0.057675054,,,
1078,91.15,91.09843521,0.051564788,0.056571352,,,
1079,91.14,91.08944825,0.050551754,0.055466046,,,
1080,91.14,91.08046248,0.059537517,0.065325342,,,
1081,91.14,91.07147789,0.068522115,0.075183361,,,
1082,91.14,91.06249441,0.077505587,0.085040144,,,
1083,91.1,91.05351203,0.046487971,0.051029606,,,
1084,91.1,91.04453069,0.055469307,0.060888372,,,
1085,91.09,91.03555037,0.054449633,0.059775642,,,
1086,91.08,91.02657101,0.053428987,0.058661601,,,
1087,91.06,91.01759259,0.042407408,0.046570841,,,
1088,91.03,91.00861507,0.021384934,0.023492183,,,
1089,91.03,90.9996384,0.030361604,0.033353405,,,
1090,91.03,90.99066254,0.039337457,0.043213728,,,
1091,91.01,90.98168747,0.02831253,0.031109252,,,
1092,90.99,90.97271314,0.017286862,0.01899864,,,
1093,90.99,90.96373951,0.026260492,0.028860855,,,
1094,90.99,90.95476654,0.035233458,0.038722341,,,
1095,90.98,90.9457942,0.034205797,0.037597051,,,
1096,90.98,90.93682245,0.043177548,0.047458286,,,
1097,90.97,90.92785125,0.04214875,0.046332582,,,
1098,90.96,90.91888056,0.04111944,0.045206068,,,
1099,90.96,90.90991034,0.050089656,0.055067783,,,
1100,90.95,90.90094056,0.049059436,0.053941106,,,
1101,90.94,90.89197118,0.048028818,0.052813743,,,
1102,90.94,90.88300216,0.05699784,0.062676315,,,
1103,90.93,90.87403346,0.05596654,0.061549038,,,
1104,90.93,90.86506504,0.064934956,0.071412027,,,
1105,90.9,90.85609688,0.043903125,0.048298267,,,
1106,90.9,90.84712892,0.052871084,0.058164009,,,
1107,90.87,90.83816113,0.031838872,0.035037826,,,
1108,90.86,90.82919347,0.030806526,0.033905487,,,
1109,90.84,90.82022592,0.019774083,0.021768035,,,
1110,90.81,90.81125842,0.001258419,0.001385772,,,
1111,90.81,90.80229094,0.007709056,0.008489215,,,
1112,90.8,90.79332345,0.006676547,0.007353025,,,
1113,90.8,90.78435591,0.01564409,0.017229174,,,
1114,90.79,90.77538828,0.014611723,0.016093978,,,
1115,90.79,90.76642052,0.023579482,0.025971452,,,
1116,90.76,90.7574526,0.002547404,0.002806747,,,
1117,90.76,90.74848447,0.011515527,0.012687887,,,
1118,90.76,90.73951611,0.020483886,0.022569288,,,
1119,90.76,90.73054748,0.029452519,0.032450991,,,
1120,90.76,90.72157854,0.038421463,0.042333035,,,
1121,90.75,90.71260925,0.037390753,0.041201932,,,
1122,90.75,90.70363957,0.046360427,0.05108587,,,
1123,90.73,90.69466948,0.035330521,0.038940285,,,
1124,90.72,90.68569893,0.03430107,0.037809822,,,
1125,90.71,90.67672789,0.033272112,0.036679652,,,
1126,90.69,90.66775632,0.022243683,0.024527161,,,
1127,90.63,90.65878418,0.028784183,0.031760105,,,
1128,90.63,90.64981145,0.019811448,0.021859702,,,
1129,90.62,90.64083808,0.020838077,0.022995009,,,
1130,90.61,90.63186403,0.021864034,0.024129824,,,
1131,90.61,90.62288928,0.012889283,0.014225012,,,
1132,90.61,90.61391379,0.003913789,0.004319379,,,
1133,90.6,90.60493752,0.004937517,0.005449798,,,
1134,90.6,90.59596043,0.004039569,0.004458686,,,
1135,90.59,90.58698249,0.003017505,0.003330947,,,
1136,90.58,90.57800367,0.001996325,0.002203936,,,
1137,90.58,90.56902393,0.010976065,0.012117537,,,
1138,90.56,90.56004324,4.32405E-05,4.77479E-05,,,
1139,90.56,90.55106156,0.008938443,0.009870189,,,
1140,90.55,90.54207885,0.007921151,0.00874782,,,
1141,90.54,90.53309508,0.006904918,0.007626372,,,
1142,90.53,90.52411022,0.005889777,0.006505885,,,
1143,90.53,90.51512423,0.014875765,0.016431862,,,
1144,90.51,90.50613709,0.003862915,0.004267943,,,
1145,90.49,90.49714874,0.007148739,0.007900032,,,
1146,90.48,90.48815916,0.008159163,0.009017642,,,
1147,90.47,90.47916832,0.009168322,0.010134102,,,
1148,90.46,90.47017618,0.010176183,0.011249373,,,
1149,90.45,90.46118271,0.011182711,0.012363418,,,
1150,90.44,90.45218787,0.012187875,0.013476199,,,
1151,90.42,90.44319164,0.023191639,0.025648793,,,
1152,90.42,90.43419397,0.01419397,0.015697821,,,
1153,90.42,90.42519484,0.005194836,0.005745229,,,
1154,90.42,90.4161942,0.003805798,0.004209022,,,
1155,90.42,90.40719204,0.012807963,0.014164967,,,
1156,90.41,90.39818831,0.011811693,0.013064587,,,
1157,90.4,90.38918298,0.010817021,0.011965731,,,
1158,90.39,90.38017602,0.009823979,0.010868436,,,
1159,90.36,90.3711674,0.0111674,0.012358787,,,
1160,90.35,90.36215708,0.012157083,0.013455543,,,
1161,90.34,90.35314504,0.01314504,0.014550631,,,
1162,90.34,90.34413124,0.004131236,0.004572987,,,
1163,90.32,90.33511564,0.015115642,0.016735653,,,
1164,90.32,90.32609822,0.006098223,0.006751797,,,
1165,90.29,90.31707895,0.02707895,0.029991084,,,
1166,90.27,90.30805779,0.03805779,0.042159953,,,
1167,90.26,90.29903471,0.039034711,0.043246966,,,
1168,90.25,90.29000968,0.040009684,0.044332059,,,
1169,90.25,90.28098268,0.030982675,0.034329834,,,
1170,90.24,90.27195366,0.031953655,0.035409636,,,
1171,90.23,90.26292259,0.032922593,0.036487413,,,
1172,90.22,90.25388946,0.033889457,0.037563132,,,
1173,90.22,90.24485422,0.024854218,0.027548457,,,
1174,90.21,90.23581684,0.025816845,0.028618606,,,
1175,90.21,90.22677731,0.016777306,0.018598056,,,
1176,90.17,90.21773557,0.047735574,0.05293953,,,
1177,90.16,90.20869162,0.048691617,0.054005786,,,
1178,90.16,90.1996454,0.039645405,0.043972277,,,
1179,90.16,90.19059691,0.030596909,0.033936234,,,
1180,90.15,90.1815461,0.0315461,0.0349929,,,
1181,90.14,90.17249295,0.032492947,0.036047201,,,
1182,90.14,90.16343742,0.023437423,0.026001134,,,
1183,90.12,90.1543795,0.034379497,0.038148576,,,
1184,90.12,90.14531914,0.025319141,0.028094919,,,
1185,90.09,90.13625633,0.046256326,0.051344573,,,
1186,90.08,90.12719102,0.047191023,0.052387903,,,
1187,90.08,90.11812321,0.038123205,0.042321498,,,
1188,90.08,90.10905284,0.029052843,0.032252268,,,
1189,90.05,90.09997991,0.049979908,0.055502397,,,
1190,90.03,90.09090437,0.060904374,0.067648977,,,
1191,90.03,90.08182621,0.051826211,0.057565491,,,
1192,90.02,90.07274539,0.052745393,0.058592972,,,
1193,90.02,90.06366189,0.043661892,0.048502435,,,
1194,90,90.05457568,0.054575681,0.060639646,,,
1195,89.98,90.04548673,0.065486733,0.07277921,,,
1196,89.97,90.03639502,0.066395021,0.073796845,,,
1197,89.96,90.02730052,0.067300518,0.074811603,,,
1198,89.96,90.0182032,0.058203198,0.064698975,,,
1199,89.95,90.00910303,0.059103034,0.065706541,,,
1200,89.95,90,0.05,0.055586437,,,
1201,89.95,89.99089407,0.04089407,0.045463113,,,
1202,89.95,89.98178522,0.031785218,0.035336541,,,
1203,89.93,89.97267342,0.042673419,0.047451817,,,
1204,89.93,89.96355865,0.033558647,0.03731641,,,
1205,89.91,89.95444088,0.044440877,0.04942818,,,
1206,89.91,89.94532008,0.035320083,0.03928382,,,
1207,89.91,89.93619624,0.026196241,0.02913607,,,
1208,89.91,89.92706933,0.017069326,0.018984903,,,
1209,89.89,89.91793931,0.027939313,0.03108167,,,
1210,89.86,89.90880618,0.048806178,0.054313575,,,
1211,89.85,89.8996699,0.049669898,0.05528091,,,
1212,89.84,89.89053045,0.050530447,0.056244932,,,
1213,89.84,89.8813878,0.041387801,0.046068345,,,
1214,89.79,89.87224194,0.082241939,0.09159365,,,
1215,89.78,89.86309284,0.083092835,0.09255161,,,
1216,89.78,89.85394047,0.073940467,0.082357393,,,
1217,89.77,89.84478481,0.074784812,0.083307131,,,
1218,89.76,89.83562585,0.075625846,0.084253394,,,
1219,89.76,89.82646355,0.066463548,0.074045842,,,
1220,89.74,89.81729789,0.077297895,0.086135385,,,
1221,89.74,89.80812886,0.068128864,0.075918056,,,
1222,89.73,89.79895643,0.068956433,0.076848805,,,
1223,89.73,89.78978058,0.059780581,0.066622736,,,
1224,89.73,89.78060129,0.050601286,0.056392829,,,
1225,89.73,89.77141853,0.041418526,0.046159062,,,
1226,89.69,89.76223228,0.072232281,0.08053549,,,
1227,89.69,89.75304253,0.063042529,0.070289362,,,
1228,89.68,89.74384925,0.063849249,0.071196754,,,
1229,89.67,89.73465242,0.064652421,0.072100391,,,
1230,89.65,89.72545202,0.075452024,0.084162882,,,
1231,89.65,89.71624804,0.066248038,0.073896306,,,
1232,89.64,89.70704044,0.067040444,0.074788536,,,
1233,89.61,89.69782922,0.08782922,0.098012745,,,
1234,89.61,89.68861435,0.078614349,0.087729437,,,
1235,89.6,89.67939581,0.079395809,0.088611394,,,
1236,89.59,89.67017358,0.080173583,0.089489433,,,
1237,89.58,89.66094765,0.080947651,0.090363531,,,
1238,89.57,89.65171799,0.081717994,0.091233666,,,
1239,89.56,89.64248459,0.082484595,0.092099816,,,
1240,89.56,89.63324743,0.073247434,0.08178588,,,
1241,89.56,89.62400649,0.064006493,0.071467724,,,
1242,89.56,89.61476176,0.054761755,0.061145328,,,
1243,89.56,89.6055132,0.045513203,0.050818672,,,
1244,89.54,89.59626082,0.056260817,0.062833166,,,
1245,89.49,89.58700458,0.097004582,0.10839712,,,
1246,89.47,89.57774448,0.107744481,0.120425261,,,
1247,89.47,89.5684805,0.098480496,0.110070969,,,
1248,89.46,89.55921261,0.099212611,0.110901644,,,
1249,89.46,89.54994081,0.08994081,0.100537458,,,
1250,89.45,89.54066508,0.090665076,0.101358386,,,
1251,89.43,89.53138539,0.101385395,0.113368439,,,
1252,89.43,89.52210175,0.092101749,0.102987531,,,
1253,89.42,89.51281412,0.092814124,0.10379571,,,
1254,89.42,89.5035225,0.083522505,0.093404725,,,
1255,89.41,89.49422688,0.084226876,0.09420297,,,
1256,89.41,89.48492722,0.074927223,0.083801837,,,
1257,89.41,89.47562353,0.065623531,0.073396187,,,
1258,89.4,89.46631579,0.066315787,0.074178732,,,
1259,89.38,89.45700397,0.077003975,0.086153474,,,
1260,89.36,89.44768808,0.087688082,0.098129009,,,
1261,89.36,89.4383681,0.078368096,0.087699301,,,
1262,89.36,89.429044,0.069044001,0.077264997,,,
1263,89.34,89.41971579,0.079715786,0.08922743,,,
1264,89.31,89.41038344,0.100383437,0.112398877,,,
1265,89.3,89.40104694,0.101046942,0.11315447,,,
1266,89.3,89.39170629,0.091706288,0.102694611,,,
1267,89.28,89.38236146,0.102361463,0.114652176,,,
1268,89.27,89.37301246,0.103012455,0.11539426,,,
1269,89.26,89.36365925,0.103659254,0.11613181,,,
1270,89.25,89.35430185,0.104301846,0.116864813,,,
1271,89.24,89.34494022,0.104940221,0.117593255,,,
1272,89.23,89.33557437,0.105574368,0.118317122,,,
1273,89.22,89.32620428,0.106204277,0.119036401,,,
1274,89.22,89.31682994,0.096829936,0.108529406,,,
1275,89.22,89.30745134,0.087451336,0.098017637,,,
1276,89.22,89.29806847,0.078068467,0.087501083,,,
1277,89.21,89.28868132,0.078681318,0.088197868,,,
1278,89.18,89.27928988,0.099289881,0.111336489,,,
1279,89.17,89.26989415,0.099894146,0.11202663,,,
1280,89.16,89.2604941,0.100494105,0.112712096,,,
1281,89.16,89.25108975,0.091089748,0.102164365,,,
1282,89.15,89.24168107,0.091681067,0.10283911,,,
1283,89.15,89.23226805,0.082268053,0.092280486,,,
1284,89.12,89.2228507,0.1028507,0.115406979,,,
1285,89.1,89.213429,0.113428998,0.127305273,,,
1286,89.09,89.20400294,0.114002941,0.127963791,,,
1287,89.09,89.19457252,0.104572521,0.117378518,,,
1288,89.08,89.18513773,0.105137732,0.118026192,,,
1289,89.06,89.17569857,0.115698566,0.129910809,,,
1290,89.06,89.16625502,0.106255017,0.119307228,,,
1291,89.05,89.15680708,0.10680708,0.119940572,,,
1292,89.05,89.14735475,0.097354747,0.109325937,,,
1293,89.04,89.13789801,0.097898013,0.109948353,,,
1294,89.04,89.12843687,0.088436873,0.099322634,,,
1295,89.04,89.11897132,0.078971322,0.088691961,,,
1296,89.03,89.10950135,0.079501355,0.089297265,,,
1297,89,89.10002697,0.100026966,0.11238985,,,
1298,89,89.09054815,0.090548152,0.101739497,,,
1299,88.97,89.08106491,0.111064909,0.124834111,,,
1300,88.95,89.07157723,0.121577232,0.136680418,,,
1301,88.93,89.06208512,0.132085118,0.148527063,,,
1302,88.92,89.05258856,0.132588563,0.149109945,,,
1303,88.92,89.04308756,0.123087565,0.138425061,,,
1304,88.91,89.03358212,0.12358212,0.138996873,,,
1305,88.89,89.02407223,0.134072226,0.150829369,,,
1306,88.89,89.01455788,0.124557881,0.140125864,,,
1307,88.88,89.00503908,0.125039082,0.140683036,,,
1308,88.88,88.99551583,0.115515828,0.129968304,,,
1309,88.88,88.98598812,0.105988118,0.119248557,,,
1310,88.86,88.97645595,0.116455949,0.131055536,,,
1311,88.86,88.96691932,0.106919321,0.120323342,,,
1312,88.86,88.95737823,0.097378234,0.109586129,,,
1313,88.86,88.94783269,0.087832686,0.098843896,,,
1314,88.86,88.93828268,0.078282678,0.088096644,,,
1315,88.85,88.92872821,0.07872821,0.088608002,,,
1316,88.82,88.91916928,0.099169281,0.111651972,,,
1317,88.77,88.90960589,0.139605893,0.157266975,,,
1318,88.76,88.90003805,0.140038047,0.157771571,,,
1319,88.75,88.89046574,0.140465743,0.15827126,,,
1320,88.75,88.88088898,0.130888983,0.147480544,,,
1321,88.75,88.87130777,0.121307769,0.13668481,,,
1322,88.74,88.8617221,0.121722102,0.13716712,,,
1323,88.72,88.85213199,0.132131986,0.148931454,,,
1324,88.72,88.84253742,0.122537421,0.138117021,,,
1325,88.72,88.83293841,0.112938412,0.127297579,,,
1326,88.71,88.82333496,0.113334961,0.127758946,,,
1327,88.7,88.81372707,0.113727072,0.128215414,,,
1328,88.68,88.80411475,0.124114747,0.139957992,,,
1329,88.68,88.79449799,0.114497992,0.129113658,,,
1330,88.67,88.78487681,0.11487681,0.129555441,,,
1331,88.67,88.77525121,0.105251205,0.118699904,,,
1332,88.66,88.76562118,0.105621182,0.119130592,,,
1333,88.66,88.75598675,0.095986747,0.10826387,,,
1334,88.65,88.7463479,0.096347904,0.108683479,,,
1335,88.64,88.73670466,0.096704659,0.109098216,,,
1336,88.62,88.72705702,0.107057017,0.120804578,,,
1337,88.6,88.71740499,0.117404986,0.132511271,,,
1338,88.58,88.70774857,0.12774857,0.1442183,,,
1339,88.57,88.69808778,0.128087777,0.144617565,,,
1340,88.56,88.68842261,0.128422614,0.145011985,,,
1341,88.55,88.67875309,0.128753088,0.145401567,,,
1342,88.55,88.66907921,0.119079206,0.134476799,,,
1343,88.55,88.65940098,0.109400976,0.123547121,,,
1344,88.54,88.64971841,0.109718405,0.12391959,,,
1345,88.54,88.6400315,0.100031503,0.112978884,,,
1346,88.51,88.63034028,0.120340278,0.135962353,,,
1347,88.51,88.62064474,0.110644739,0.125008179,,,
1348,88.49,88.61094489,0.120944894,0.136676341,,,
1349,88.49,88.60124075,0.111240754,0.125709972,,,
1350,88.48,88.59153233,0.111532328,0.126053716,,,
1351,88.47,88.58181963,0.111819625,0.126392704,,,
1352,88.47,88.57210266,0.102102657,0.115409355,,,
1353,88.46,88.56238143,0.102381433,0.115737546,,,
1354,88.42,88.55265596,0.132655965,0.150029365,,,
1355,88.41,88.54292626,0.132926263,0.150352068,,,
1356,88.4,88.53319234,0.133192339,0.150670067,,,
1357,88.38,88.5234542,0.143454205,0.162315235,,,
1358,88.38,88.51371187,0.133711872,0.151292003,,,
1359,88.37,88.50396535,0.133965353,0.151595963,,,
1360,88.37,88.49421466,0.12421466,0.140562023,,,
1361,88.35,88.48445981,0.134459806,0.152189933,,,
1362,88.35,88.4747008,0.124700804,0.14114409,,,
1363,88.35,88.46493767,0.114937667,0.130093568,,,
1364,88.33,88.45517041,0.12517041,0.141707698,,,
1365,88.32,88.44539905,0.125399045,0.141982615,,,
1366,88.31,88.43562359,0.125623588,0.142252958,,,
1367,88.31,88.42584405,0.115844052,0.13117886,,,
1368,88.3,88.41606045,0.116060452,0.13143879,,,
1369,88.3,88.4062728,0.106272804,0.120354251,,,
1370,88.29,88.39648112,0.106481122,0.12060383,,,
1371,88.28,88.38668542,0.106685423,0.120848915,,,
1372,88.28,88.37688572,0.096885721,0.109748212,,,
1373,88.24,88.36708203,0.127082034,0.144018625,,,
1374,88.21,88.35727438,0.147274378,0.166958824,,,
1375,88.19,88.34746277,0.15746277,0.178549461,,,
1376,88.19,88.33764723,0.147647226,0.167419464,,,
1377,88.19,88.32782776,0.137827763,0.156285025,,,
1378,88.18,88.3180044,0.1380044,0.156503062,,,
1379,88.17,88.30817715,0.138177155,0.156716746,,,
1380,88.16,88.29834604,0.138346045,0.156926094,,,
1381,88.16,88.28851109,0.128511088,0.145770291,,,
1382,88.15,88.2786723,0.128672305,0.145969716,,,
1383,88.15,88.26882971,0.118829712,0.134803984,,,
1384,88.14,88.25898333,0.118983331,0.134993568,,,
1385,88.13,88.24913318,0.11913318,0.135178918,,,
1386,88.13,88.23927928,0.109279279,0.123997821,,,
1387,88.12,88.22942165,0.109421649,0.124173456,,,
1388,88.11,88.21956031,0.10956031,0.124344921,,,
1389,88.1,88.20969528,0.109695282,0.124512238,,,
1390,88.09,88.19982659,0.109826586,0.12467543,,,
1391,88.09,88.18995424,0.099954244,0.113468321,,,
1392,88.08,88.18007828,0.100078278,0.113622023,,,
1393,88.07,88.17019871,0.100198708,0.113771669,,,
1394,88.06,88.16031556,0.100315558,0.113917282,,,
1395,88.04,88.15042885,0.11042885,0.125430315,,,
1396,88.04,88.14053861,0.100538605,0.114196508,,,
1397,88.04,88.13064485,0.090644848,0.10295871,,,
1398,88,88.1207476,0.120747602,0.137213184,,,
1399,87.99,88.11084689,0.120846889,0.137341617,,,
1400,87.98,88.10094273,0.120942734,0.137466167,,,
1401,87.98,88.09103516,0.111035161,0.126205002,,,
1402,87.98,88.08112419,0.101124194,0.11493998,,,
1403,87.95,88.07120986,0.121209858,0.13781678,,,
1404,87.94,88.06129218,0.121292178,0.137926061,,,
1405,87.94,88.05137118,0.111371179,0.126644506,,,
1406,87.94,88.04144689,0.101446886,0.115359206,,,
1407,87.92,88.03151933,0.111519325,0.126841816,,,
1408,87.92,88.02158852,0.101588523,0.115546545,,,
1409,87.89,88.0116545,0.121654505,0.138416776,,,
1410,87.89,88.0017173,0.111717298,0.127110363,,,
1411,87.89,87.99177693,0.101776929,0.115800352,,,
1412,87.88,87.98183343,0.101833426,0.115877817,,,
1413,87.87,87.97188682,0.101886815,0.115951764,,,
1414,87.87,87.96193712,0.091937124,0.10462857,,,
1415,87.85,87.95198438,0.101984382,0.116089223,,,
1416,87.85,87.94202862,0.092028617,0.104756536,,,
1417,87.82,87.93206986,0.112069856,0.127613136,,,
1418,87.82,87.92210813,0.10210813,0.11626979,,,
1419,87.81,87.91214347,0.102143466,0.116323273,,,
1420,87.8,87.90217589,0.102175895,0.116373457,,,
1421,87.79,87.89220545,0.102205446,0.116420373,,,
1422,87.76,87.88223215,0.122232149,0.139280024,,,
1423,87.76,87.87225603,0.112256034,0.127912527,,,
1424,87.76,87.86227713,0.102277131,0.116541854,,,
1425,87.75,87.85229547,0.102295473,0.116576037,,,
1426,87.75,87.84231109,0.092311088,0.105197821,,,
1427,87.74,87.83232401,0.092324009,0.105224538,,,
1428,87.73,87.82233427,0.092334268,0.105248225,,,
1429,87.73,87.8123419,0.082341895,0.09385831,,,
1430,87.72,87.80234692,0.082346924,0.093874743,,,
1431,87.72,87.79234939,0.072349387,0.082477641,,,
1432,87.69,87.78234932,0.092349315,0.105313394,,,
1433,87.69,87.77234674,0.082346743,0.093906652,,,
1434,87.68,87.7623417,0.082341703,0.093911614,,,
1435,87.64,87.75233423,0.112334229,0.128176893,,,
1436,87.64,87.74232435,0.102324355,0.116755311,,,
1437,87.63,87.73231211,0.102312114,0.116754666,,,
1438,87.63,87.72229754,0.092297541,0.105326419,,,
1439,87.62,87.71228067,0.09228067,0.105319185,,,
1440,87.61,87.70226154,0.092261537,0.105309367,,,
1441,87.6,87.69224018,0.092240175,0.105297004,,,
1442,87.59,87.68221662,0.092216622,0.105282135,,,
1443,87.57,87.67219091,0.102190911,0.116696256,,,
1444,87.57,87.66216308,0.09216308,0.105245038,,,
1445,87.57,87.65213316,0.082133163,0.093791439,,,
1446,87.56,87.6421012,0.082101198,0.093765645,,,
1447,87.56,87.63206722,0.072067222,0.082306101,,,
1448,87.55,87.62203127,0.07203127,0.082274438,,,
1449,87.55,87.61199338,0.061993381,0.070809116,,,
1450,87.55,87.60195359,0.051953592,0.059341624,,,
1451,87.55,87.59191194,0.04191194,0.047872004,,,
1452,87.55,87.58186846,0.031868463,0.036400301,,,
1453,87.54,87.5718232,0.031823201,0.036352754,,,
1454,87.52,87.56177619,0.04177619,0.047733306,,,
1455,87.51,87.55172747,0.04172747,0.047683088,,,
1456,87.5,87.54167708,0.04167708,0.047630949,,,
1457,87.47,87.53162506,0.061625059,0.070452794,,,
1458,87.46,87.52157145,0.061571447,0.07039955,,,
1459,87.45,87.51151628,0.061516283,0.07034452,,,
1460,87.45,87.50145961,0.051459608,0.058844606,,,
1461,87.44,87.49140146,0.051401461,0.058784836,,,
1462,87.4,87.48134188,0.081341883,0.093068516,,,
1463,87.39,87.47128092,0.081280916,0.093009401,,,
1464,87.39,87.4612186,0.071218599,0.081495136,,,
1465,87.39,87.45115497,0.061154975,0.069979374,,,
1466,87.39,87.44109008,0.051090084,0.058462163,,,
1467,87.38,87.43102397,0.051023969,0.05839319,,,
1468,87.37,87.42095667,0.050956672,0.058322848,,,
1469,87.37,87.41088823,0.040888235,0.046798941,,,
1470,87.36,87.4008187,0.0408187,0.046724702,,,
1471,87.35,87.39074811,0.04074811,0.046649239,,,
1472,87.35,87.38067651,0.030676508,0.035119071,,,
1473,87.34,87.37060394,0.030603938,0.035040003,,,
1474,87.34,87.36053044,0.020530443,0.023506346,,,
1475,87.31,87.35045607,0.040456067,0.04633612,,,
1476,87.3,87.34038085,0.040380853,0.046255272,,,
1477,87.3,87.33030485,0.030304846,0.034713455,,,
1478,87.28,87.32022809,0.04022809,0.046090846,,,
1479,87.28,87.31015063,0.030150631,0.034544719,,,
1480,87.27,87.30007251,0.030072512,0.034459164,,,
1481,87.27,87.28999378,0.01999378,0.022910256,,,
1482,87.24,87.27991448,0.039914479,0.045752498,,,
1483,87.21,87.26983466,0.059834656,0.068609857,,,
1484,87.21,87.25975436,0.049754356,0.057051205,,,
1485,87.2,87.24967362,0.049673625,0.056965166,,,
1486,87.2,87.23959251,0.039592509,0.045404253,,,
1487,87.2,87.22951106,0.029511056,0.033842954,,,
1488,87.19,87.21942931,0.029429311,0.033753081,,,
1489,87.19,87.20934732,0.019347323,0.022189842,,,
1490,87.18,87.19926514,0.019265138,0.022098117,,,
1491,87.18,87.1891828,0.009182804,0.010533154,,,
1492,87.17,87.17910037,0.009100368,0.010439793,,,
1493,87.15,87.16901788,0.019017879,0.021822006,,,
1494,87.15,87.15893538,0.008935384,0.010252879,,,
1495,87.14,87.14885293,0.008852932,0.010159436,,,
1496,87.14,87.13877057,0.001229428,0.001410865,,,
1497,87.11,87.12868835,0.018688352,0.021453739,,,
1498,87.11,87.11860632,0.008606322,0.009879833,,,
1499,87.11,87.10852453,0.001475469,0.0016938,,,
1500,87.11,87.09844303,0.011556972,0.013267102,,,
1501,87.08,87.08836186,0.008361862,0.009602506,,,
1502,87.06,87.07828108,0.018281085,0.02099826,,,
1503,87.06,87.06820075,0.008200746,0.009419648,,,
1504,87.04,87.05812089,0.018120895,0.020819043,,,
1505,87.04,87.04804158,0.008041583,0.009238951,,,
1506,87.03,87.03796286,0.00796286,0.009149558,,,
1507,87.02,87.02788478,0.007884778,0.009060881,,,
1508,87.01,87.01780739,0.007807388,0.008972978,,,
1509,87.01,87.00773074,0.002269258,0.002608043,,,
1510,87.01,86.99765489,0.01234511,0.014188151,,,
1511,87.01,86.98757988,0.022420115,0.025767286,,,
1512,87,86.97750578,0.022494222,0.025855428,,,
1513,87,86.96743262,0.032567378,0.037433768,,,
1514,87,86.95736047,0.04263953,0.049010954,,,
1515,86.99,86.94728937,0.042710627,0.049098318,,,
1516,86.95,86.93721938,0.012780615,0.01469881,,,
1517,86.95,86.92715056,0.022849442,0.026278829,,,
1518,86.94,86.91708295,0.022917053,0.02635962,,,
1519,86.93,86.9070166,0.022983397,0.02643897,,,
1520,86.93,86.89695158,0.033048418,0.038017276,,,
1521,86.92,86.88688794,0.033112065,0.038094874,,,
1522,86.89,86.87682572,0.013174281,0.015162022,,,
1523,86.89,86.86676499,0.023235014,0.026740723,,,
1524,86.88,86.85670579,0.023294209,0.026811935,,,
1525,86.88,86.84664819,0.033351812,0.038388365,,,
1526,86.87,86.83659223,0.033407767,0.038457197,,,
1527,86.87,86.82653798,0.04346202,0.050031104,,,
1528,86.87,86.81648548,0.053514516,0.061602988,,,
1529,86.84,86.8064348,0.0335652,0.038651773,,,
1530,86.84,86.79638598,0.043614015,0.050223417,,,
1531,86.83,86.78633909,0.043660908,0.050283206,,,
1532,86.83,86.77629418,0.053705821,0.061851688,,,
