Cycle No,Residual Capacity or SOH (Actual),Residual Capacity or SOH(Predicted),Error,%error,max. error(percentage),average error(percentage),prediction formula
520,96.85,96.92198442,0.07198442,0.074325679,,,
521,96.83,96.91082379,0.080823793,0.083469786,,,
522,96.8,96.89965447,0.099654468,0.102948831,,,
523,96.79,96.88847656,0.098476555,0.101742489,,,
524,96.77,96.87729017,0.107290165,0.110871309,,,
525,96.76,96.86609541,0.10609541,0.109648005,,,
526,96.76,96.8548924,0.094892399,0.098069862,,,
527,96.75,96.84368124,0.093681243,0.096828158,,,
528,96.75,96.83246205,0.082462051,0.085232094,,,
529,96.74,96.82123493,0.081234934,0.083972435,,,
530,96.7,96.81,0.11,0.113753878,,,
531,96.7,96.79875736,0.098757358,0.102127568,,,
532,96.69,96.78750712,0.097507117,0.10084509,,,
533,96.66,96.77624939,0.116249385,0.120266279,,,
534,96.66,96.76498427,0.104984271,0.108611908,,,
535,96.65,96.75371188,0.10371188,0.107306653,,,
536,96.65,96.74243232,0.092432322,0.095636132,,,
537,96.64,96.7311457,0.091145702,0.094314675,,,
538,96.64,96.71985213,0.079852127,0.082628443,,,
539,96.6,96.7085517,0.108551705,0.112372365,,,
540,96.6,96.69724454,0.097244539,0.100667225,,,
541,96.59,96.68593074,0.095930737,0.099317463,,,
542,96.58,96.6746104,0.094610404,0.097960658,,,
543,96.57,96.66328364,0.093283644,0.096596918,,,
544,96.55,96.65195056,0.101950562,0.105593539,,,
545,96.55,96.64061126,0.090611262,0.093849054,,,
546,96.55,96.62926585,0.079265848,0.082098237,,,
547,96.55,96.61791442,0.067914424,0.070341196,,,
548,96.54,96.60655709,0.066557094,0.068942504,,,
549,96.53,96.59519396,0.065193959,0.067537511,,,
550,96.5,96.58382512,0.083825123,0.086865412,,,
551,96.49,96.57245069,0.082450688,0.085449982,,,
552,96.46,96.56107076,0.101070755,0.104779966,,,
553,96.43,96.54968543,0.119685427,0.124116382,,,
554,96.43,96.5382948,0.108294804,0.112304059,,,
555,96.43,96.52689899,0.096898987,0.10048635,,,
556,96.43,96.51549808,0.085498077,0.088663359,,,
557,96.42,96.50409217,0.084092174,0.087214451,,,
558,96.42,96.49268138,0.072681378,0.075379981,,,
559,96.38,96.48126579,0.101265787,0.105069296,,,
560,96.37,96.4698455,0.099845502,0.103606415,,,
561,96.34,96.45842062,0.118420621,0.122919474,,,
562,96.34,96.44699124,0.106991243,0.111055888,,,
563,96.34,96.43555746,0.095557464,0.099187735,,,
564,96.34,96.42411938,0.084119384,0.087315117,,,
565,96.33,96.4126771,0.082677099,0.085826948,,,
566,96.32,96.40123071,0.081230706,0.084334205,,,
567,96.32,96.3897803,0.069780303,0.072446328,,,
568,96.3,96.37832598,0.078325984,0.081335394,,,
569,96.3,96.36686785,0.066867847,0.069437016,,,
570,96.29,96.35540599,0.065405986,0.067926042,,,
571,96.29,96.3439405,0.053940497,0.056018794,,,
572,96.24,96.33247147,0.092471474,0.096084241,,,
573,96.24,96.32099901,0.080999012,0.084163562,,,
574,96.23,96.30952321,0.079523205,0.082638684,,,
575,96.22,96.29804415,0.078044147,0.081110109,,,
576,96.22,96.28656193,0.066561931,0.069176815,,,
577,96.2,96.27507665,0.07507665,0.078042256,,,
578,96.2,96.2635884,0.063588396,0.066100204,,,
579,96.17,96.25209726,0.082097263,0.085366812,,,
580,96.16,96.24060334,0.080603341,0.08382211,,,
581,96.16,96.22910672,0.069106722,0.071866391,,,
582,96.13,96.2176075,0.087607497,0.091134398,,,
583,96.13,96.20610576,0.076105757,0.079169622,,,
584,96.11,96.19460159,0.084601593,0.088025796,,,
585,96.1,96.18309509,0.083095094,0.086467319,,,
586,96.09,96.17158635,0.08158635,0.084906182,,,
587,96.09,96.16007545,0.07007545,0.072926892,,,
588,96.08,96.14856248,0.068562484,0.071359787,,,
589,96.04,96.13704754,0.097047539,0.101049082,,,
590,96.01,96.1255307,0.115530704,0.120331948,,,
591,96.01,96.11401207,0.104012066,0.108334617,,,
592,96.01,96.10249171,0.092491713,0.096335499,,,
593,96,96.09096973,0.090969732,0.094760138,,,
594,95.98,96.07944621,0.099446209,0.103611387,,,
595,95.98,96.06792123,0.087921232,0.0916037,,,
596,95.98,96.05639488,0.076394884,0.079594587,,,
597,95.97,96.04486725,0.074867253,0.0780111,,,
598,95.97,96.03333842,0.063338423,0.065998148,,,
599,95.94,96.02180848,0.081808478,0.085270459,,,
600,95.94,96.0102775,0.070277504,0.073251516,,,
601,95.93,95.99874558,0.068745584,0.071662237,,,
602,95.92,95.9872128,0.067212801,0.070071728,,,
603,95.91,95.97567924,0.065679239,0.068480075,,,
604,95.9,95.96414498,0.064144981,0.066887363,,,
605,95.89,95.95261011,0.062610109,0.065293679,,,
606,95.88,95.9410747,0.061074705,0.063699108,,,
607,95.88,95.92953885,0.04953885,0.051667553,,,
608,95.86,95.91800263,0.058002627,0.060507643,,,
609,95.86,95.90646611,0.046466115,0.048472892,,,
610,95.82,95.89492939,0.074929395,0.078198074,,,
611,95.82,95.88339255,0.063392547,0.06615795,,,
612,95.8,95.87185565,0.071855652,0.0750059,,,
613,95.79,95.86031879,0.070318787,0.07340932,,,
614,95.79,95.84878203,0.058782033,0.061365522,,,
615,95.78,95.83724547,0.057245468,0.059767663,,,
616,95.77,95.82570917,0.05570917,0.05816975,,,
617,95.76,95.81417322,0.054173216,0.056571863,,,
618,95.75,95.80263768,0.052637684,0.054974082,,,
619,95.75,95.79110265,0.041102651,0.04292705,,,
620,95.74,95.77956819,0.039568193,0.0413288,,,
621,95.72,95.76803439,0.048034387,0.050182185,,,
622,95.72,95.75650131,0.036501309,0.038133419,,,
623,95.71,95.74496903,0.034969033,0.036536447,,,
624,95.7,95.73343764,0.033437635,0.034940058,,,
625,95.69,95.72190719,0.03190719,0.03334433,,,
626,95.65,95.71037777,0.060377771,0.06312365,,,
627,95.64,95.69884945,0.058849453,0.061532259,,,
628,95.64,95.68732231,0.047322308,0.04947962,,,
629,95.6,95.67579641,0.075796411,0.079284948,,,
630,95.6,95.66427183,0.064271832,0.06722995,,,
631,95.59,95.65274865,0.062748646,0.065643526,,,
632,95.57,95.64122692,0.071226923,0.074528538,,,
633,95.56,95.62970674,0.069706736,0.072945517,,,
634,95.55,95.61818815,0.068188154,0.071363845,,,
635,95.53,95.60667125,0.076671249,0.080258819,,,
636,95.52,95.59515609,0.075156092,0.078681,,,
637,95.52,95.58364275,0.063642751,0.06662767,,,
638,95.52,95.5721313,0.052131296,0.054576315,,,
639,95.51,95.5606218,0.050621797,0.053001567,,,
640,95.51,95.54911432,0.039114321,0.040953116,,,
641,95.5,95.53760894,0.037608938,0.039381087,,,
642,95.5,95.52610572,0.026105716,0.027335828,,,
643,95.49,95.51460472,0.024604721,0.025766803,,,
644,95.47,95.50310602,0.03310602,0.034676883,,,
645,95.44,95.49160968,0.051609681,0.054075525,,,
646,95.43,95.48011577,0.05011577,0.052515739,,,
647,95.43,95.46862435,0.038624352,0.040474015,,,
648,95.42,95.45713549,0.037135493,0.038917935,,,
649,95.41,95.44564926,0.035649259,0.037364279,,,
650,95.4,95.43416571,0.034165713,0.035813116,,,
651,95.4,95.42268492,0.02268492,0.023778742,,,
652,95.39,95.41120694,0.021206944,0.022231832,,,
653,95.39,95.39973185,0.009731849,0.010202169,,,
654,95.38,95.3882597,0.008259697,0.008659779,,,
655,95.36,95.37679055,0.016790551,0.017607541,,,
656,95.35,95.36532447,0.015324474,0.016071813,,,
657,95.34,95.35386153,0.013861527,0.014539047,,,
658,95.33,95.34240177,0.012401772,0.013009307,,,
659,95.32,95.33094527,0.01094527,0.011482659,,,
660,95.31,95.31949208,0.009492082,0.009959167,,,
661,95.31,95.30804227,0.001957733,0.002054068,,,
662,95.3,95.29659589,0.003404113,0.003571997,,,
663,95.3,95.285153,0.014847001,0.015579224,,,
664,95.22,95.27371366,0.053713664,0.056410065,,,
665,95.22,95.26227794,0.04227794,0.044400273,,,
666,95.22,95.25084589,0.030845885,0.032394334,,,
667,95.22,95.23941756,0.019417558,0.02039231,,,
668,95.21,95.22799301,0.017993015,0.018898241,,,
669,95.21,95.21657231,0.006572314,0.006902966,,,
670,95.21,95.20515551,0.004844489,0.005088214,,,
671,95.19,95.19374266,0.003742663,0.003931782,,,
672,95.15,95.18233383,0.032333826,0.033981951,,,
673,95.15,95.17092906,0.020929055,0.021995854,,,
674,95.15,95.15952841,0.009528405,0.010014088,,,
675,95.14,95.14813193,0.008131931,0.008547332,,,
676,95.13,95.13673969,0.006739687,0.007084713,,,
677,95.12,95.12535173,0.005351728,0.005626291,,,
678,95.11,95.11396811,0.003968106,0.004172122,,,
679,95.1,95.10258887,0.002588874,0.002722265,,,
680,95.09,95.09121409,0.001214086,0.001276776,,,
681,95.08,95.07984379,0.000156206,0.000164289,,,
682,95.06,95.06847805,0.008478049,0.008918629,,,
683,95.03,95.0571169,0.027116903,0.028535097,,,
684,95.02,95.04576041,0.025760407,0.02711051,,,
685,95.02,95.03440861,0.014408612,0.015163768,,,
686,95.02,95.02306157,0.003061568,0.003222025,,,
687,95.01,95.01171933,0.001719326,0.001809626,,,
688,95.01,95.00038193,0.009618067,0.010123215,,,
689,95.01,94.98904944,0.020950559,0.022050899,,,
690,94.99,94.9777219,0.012278103,0.01292568,,,
691,94.99,94.96639935,0.023600651,0.024845406,,,
692,94.98,94.95508185,0.024918154,0.026235159,,,
693,94.97,94.94376944,0.026230564,0.027619843,,,
694,94.96,94.93246216,0.027537836,0.028999406,,,
695,94.95,94.92116008,0.028839921,0.030373798,,,
696,94.94,94.90986323,0.030136775,0.031742969,,,
697,94.93,94.89857165,0.03142835,0.033106868,,,
698,94.93,94.8872854,0.042714601,0.044995893,,,
699,94.92,94.87600452,0.043995483,0.046350066,,,
700,94.89,94.86472905,0.025270952,0.026631839,,,
701,94.88,94.85345904,0.026540962,0.027973189,,,
702,94.86,94.84219453,0.017805471,0.018770262,,,
703,94.85,94.83093557,0.019064434,0.020099561,,,
704,94.84,94.81968219,0.020317808,0.021423247,,,
705,94.83,94.80843445,0.02156555,0.022741274,,,
706,94.83,94.79719238,0.032807619,0.034596245,,,
707,94.81,94.78595603,0.024043972,0.025360164,,,
708,94.8,94.77472543,0.025274567,0.026660936,,,
709,94.8,94.76350064,0.036499364,0.038501438,,,
710,94.8,94.75228168,0.047718321,0.050335781,,,
711,94.77,94.7410686,0.028931398,0.030528013,,,
712,94.75,94.72986145,0.020138554,0.021254411,,,
713,94.75,94.71866025,0.031339752,0.033076255,,,
714,94.74,94.70746505,0.03253495,0.034341303,,,
715,94.72,94.69627589,0.023724111,0.025046569,,,
716,94.72,94.68509281,0.034907195,0.036853035,,,
717,94.7,94.67391584,0.026084165,0.027543997,,,
718,94.69,94.66274502,0.027254983,0.02878338,,,
719,94.68,94.65158039,0.028419611,0.030016488,,,
720,94.68,94.64042199,0.039578013,0.041801873,,,
721,94.66,94.62926985,0.030730153,0.032463715,,,
722,94.65,94.61812401,0.031875993,0.033677753,,,
723,94.64,94.6069845,0.033015499,0.034885354,,,
724,94.63,94.59585137,0.034148634,0.036086478,,,
725,94.63,94.58472464,0.045275365,0.047844621,,,
726,94.61,94.57360434,0.036395655,0.038469142,,,
727,94.6,94.56249053,0.037509472,0.039650605,,,
728,94.6,94.55138322,0.048616781,0.051391946,,,
729,94.59,94.54028245,0.049717549,0.052561105,,,
730,94.59,94.52918826,0.060811742,0.064289822,,,
731,94.59,94.51810067,0.071899329,0.076011554,,,
732,94.58,94.50701972,0.072980276,0.077162483,,,
733,94.56,94.49594545,0.064054552,0.067739586,,,
734,94.56,94.48487787,0.075122126,0.079443872,,,
735,94.55,94.47381703,0.076182965,0.080574262,,,
736,94.53,94.46276296,0.06723704,0.071127727,,,
737,94.53,94.45171568,0.07828432,0.08281426,,,
738,94.53,94.44067523,0.089324774,0.094493573,,,
739,94.51,94.42964163,0.080358374,0.085026319,,,
740,94.48,94.41861491,0.06138509,0.064971518,,,
741,94.48,94.40759511,0.072404893,0.076635154,,,
742,94.46,94.39658225,0.063417755,0.067137153,,,
743,94.46,94.38557635,0.074423647,0.078788532,,,
744,94.46,94.37457746,0.085422542,0.090432503,,,
745,94.44,94.36358559,0.076414412,0.080913185,,,
746,94.43,94.35260077,0.077399231,0.081964663,,,
747,94.41,94.34162303,0.068376971,0.07242556,,,
748,94.41,94.33065239,0.079347607,0.084045765,,,
749,94.41,94.31968889,0.090311112,0.095658418,,,
750,94.38,94.30873254,0.071267462,0.075511191,,,
751,94.38,94.29778337,0.08221663,0.087112344,,,
752,94.35,94.28684141,0.063158593,0.066940745,,,
753,94.34,94.27590667,0.064093326,0.067938653,,,
754,94.33,94.2649792,0.065020804,0.068929083,,,
755,94.33,94.254059,0.075941004,0.080505676,,,
756,94.32,94.2431461,0.076853903,0.081482086,,,
757,94.3,94.23224052,0.067759478,0.071855226,,,
758,94.29,94.22134229,0.068657707,0.07281547,,,
759,94.28,94.21045143,0.069548566,0.073768102,,,
760,94.28,94.19956796,0.080432035,0.085311874,,,
761,94.28,94.18869191,0.091308092,0.096847785,,,
762,94.26,94.17782328,0.082176715,0.087180899,,,
763,94.24,94.16696212,0.073037885,0.077502,,,
764,94.22,94.15610842,0.06389158,0.06781106,,,
765,94.22,94.14526222,0.074737781,0.079322629,,,
766,94.19,94.13442353,0.055576469,0.059004638,,,
767,94.19,94.12359238,0.066407623,0.070503899,,,
768,94.18,94.11276878,0.067231224,0.071385883,,,
769,94.17,94.10195274,0.068047256,0.072260014,,,
770,94.17,94.0911443,0.078855698,0.0837376,,,
771,94.16,94.08034347,0.079656534,0.084596998,,,
772,94.16,94.06955025,0.090449745,0.096059627,,,
773,94.15,94.05876468,0.091235315,0.096904212,,,
774,94.14,94.04798677,0.092013227,0.097740841,,,
775,94.14,94.03721653,0.102783465,0.109181501,,,
776,94.13,94.02645399,0.103546012,0.1100032,,,
777,94.13,94.01569915,0.114300853,0.121428719,,,
778,94.12,94.00495203,0.115047973,0.122235415,,,
779,94.12,93.99421264,0.125787355,0.133645724,,,
780,94.09,93.98348101,0.106518987,0.113209679,,,
781,94.09,93.97275715,0.117242853,0.124607135,,,
782,94.09,93.96204106,0.12795894,0.135996322,,,
783,94.07,93.95133277,0.118667233,0.126147798,,,
784,94.06,93.94063228,0.119367721,0.126905933,,,
785,94.06,93.92993961,0.130060389,0.138273856,,,
786,94.04,93.91925477,0.120745225,0.12839773,,,
787,94.03,93.90857778,0.121422218,0.12913136,,,
788,94.03,93.89790865,0.132091354,0.140477884,,,
789,94.01,93.88724738,0.122752624,0.130574007,,,
790,93.99,93.87659399,0.113406014,0.120657532,,,
791,93.98,93.86594848,0.114051516,0.121357221,,,
792,93.97,93.85531088,0.114689118,0.122048651,,,
793,93.95,93.84468119,0.105318809,0.112100915,,,
794,93.94,93.83405942,0.105940582,0.11277473,,,
795,93.93,93.82344558,0.106554424,0.113440247,,,
796,93.93,93.81283967,0.117160329,0.124731533,,,
797,93.93,93.80224171,0.127758286,0.136014358,,,
798,93.92,93.79165171,0.128348288,0.136657036,,,
799,93.9,93.78106967,0.118930326,0.126656364,,,
800,93.89,93.77049561,0.119504393,0.127281279,,,
801,93.88,93.75992952,0.12007048,0.127897827,,,
802,93.84,93.74937142,0.090628582,0.096577773,,,
803,93.84,93.73882131,0.101178691,0.107820429,,,
804,93.83,93.7282792,0.1017208,0.108409677,,,
805,93.83,93.7177451,0.112254904,0.119636475,,,
806,93.82,93.707219,0.112780997,0.120209974,,,
807,93.8,93.69670093,0.103299074,0.110126944,,,
808,93.78,93.68619087,0.093809128,0.10003106,,,
809,93.78,93.67568884,0.104311156,0.111229639,,,
810,93.77,93.66519485,0.104805153,0.111768319,,,
811,93.76,93.65470889,0.105291114,0.112298543,,,
812,93.76,93.64423096,0.115769037,0.123473802,,,
813,93.74,93.63376108,0.106238917,0.1133336,,,
814,93.73,93.62329925,0.106700751,0.11383842,,,
815,93.73,93.61284546,0.117154536,0.124991504,,,
816,93.72,93.60239973,0.117600271,0.125480442,,,
817,93.72,93.59196205,0.128037952,0.136617533,,,
818,93.71,93.58153242,0.128467577,0.137090574,,,
819,93.7,93.57111085,0.128889146,0.137555118,,,
820,93.7,93.56069734,0.139302657,0.14866879,,,
821,93.69,93.55029189,0.139708108,0.149117417,,,
822,93.65,93.5398945,0.1101055,0.117571276,,,
823,93.65,93.52950517,0.120494831,0.128665063,,,
824,93.65,93.5191239,0.130876103,0.139750243,,,
825,93.65,93.50875069,0.141249314,0.150826817,,,
826,93.65,93.49838553,0.151614466,0.161894785,,,
827,93.63,93.48802844,0.14197156,0.151630418,,,
828,93.61,93.4776794,0.132320597,0.141353058,,,
829,93.61,93.46733842,0.142661579,0.152399934,,,
830,93.59,93.45700549,0.132994506,0.14210333,,,
831,93.59,93.44668062,0.143319382,0.153135359,,,
832,93.57,93.43636379,0.133636209,0.142819503,,,
833,93.54,93.42605501,0.113944989,0.121814186,,,
834,93.54,93.41575427,0.124245726,0.132826306,,,
835,93.54,93.40546158,0.134538424,0.143829831,,,
836,93.54,93.39517692,0.144823084,0.154824764,,,
837,93.54,93.38490029,0.155099712,0.16581111,,,
838,93.53,93.37463169,0.155368313,0.166116019,,,
839,93.52,93.36437111,0.155628889,0.166412413,,,
840,93.51,93.35411855,0.155881447,0.166700296,,,
841,93.48,93.34387401,0.136125991,0.145620444,,,
842,93.46,93.33363747,0.126362527,0.135204929,,,
843,93.46,93.32340894,0.13659106,0.146149219,,,
844,93.46,93.3131884,0.146811597,0.157084953,,,
845,93.46,93.30297586,0.157024144,0.168012137,,,
846,93.45,93.29277129,0.157228707,0.168249017,,,
847,93.41,93.28257471,0.127425293,0.136415045,,,
848,93.41,93.27238609,0.13761391,0.14732246,,,
849,93.4,93.26220544,0.137794565,0.147531654,,,
850,93.37,93.25203273,0.117967265,0.126343863,,,
851,93.37,93.24186798,0.128132019,0.137230395,,,
852,93.36,93.23171116,0.128288836,0.137413063,,,
853,93.34,93.22156228,0.118437722,0.126888496,,,
854,93.34,93.21142131,0.128578689,0.137753041,,,
855,93.33,93.20128826,0.128711743,0.137910365,,,
856,93.33,93.1911631,0.138836896,0.14875913,,,
857,93.32,93.18104584,0.138954157,0.148900725,,,
858,93.31,93.17093646,0.139063535,0.149033903,,,
859,93.3,93.16083496,0.139165041,0.149158672,,,
860,93.29,93.15074131,0.139258686,0.149275041,,,
861,93.29,93.14065552,0.14934448,0.160086269,,,
862,93.28,93.13057757,0.149422435,0.160187001,,,
863,93.28,93.12050744,0.159492561,0.170982591,,,
864,93.27,93.11044513,0.15955487,0.171067728,,,
865,93.27,93.10039063,0.169609375,0.181847727,,,
866,93.24,93.09034391,0.149656087,0.160506314,,,
867,93.23,93.08030498,0.149695019,0.160565289,,,
868,93.22,93.07027382,0.149726183,0.160615944,,,
869,93.2,93.06025041,0.139749593,0.149945915,,,
870,93.18,93.05023474,0.129765261,0.139262998,,,
871,93.17,93.0402268,0.129773202,0.139286467,,,
872,93.17,93.03022657,0.139773428,0.150019779,,,
873,93.17,93.02023405,0.149765954,0.160744825,,,
874,93.15,93.01024921,0.139750794,0.15002769,,,
875,93.15,93.00027204,0.149727962,0.160738553,,,
876,93.14,92.99030253,0.149697474,0.160723077,,,
877,93.14,92.98034066,0.159659344,0.171418664,,,
878,93.13,92.97038641,0.159613587,0.171387939,,,
879,93.13,92.96043978,0.16956022,0.182068313,,,
880,93.11,92.95050074,0.159499257,0.171301962,,,
881,93.1,92.94056928,0.159430715,0.171246741,,,
882,93.09,92.93064539,0.159354611,0.171183382,,,
883,93.08,92.92072904,0.15927096,0.171111903,,,
884,93.06,92.91082022,0.149179779,0.160304942,,,
885,93.05,92.90091891,0.149081085,0.160216104,,,
886,93.03,92.8910251,0.138974896,0.149387183,,,
887,93.03,92.88113877,0.148861229,0.16001422,,,
888,93.03,92.8712599,0.158740102,0.170633239,,,
889,92.99,92.86138847,0.128611533,0.138306842,,,
890,92.97,92.85152446,0.118475539,0.12743416,,,
891,92.97,92.84166786,0.12833214,0.138036076,,,
892,92.97,92.83181865,0.138181354,0.148630046,,,
893,92.95,92.8219768,0.128023199,0.137733404,,,
894,92.95,92.8121423,0.137857696,0.14831382,,,
895,92.95,92.80231514,0.147684863,0.158886351,,,
896,92.94,92.79249528,0.14750472,0.15870962,,,
897,92.93,92.78268271,0.147317287,0.158525005,,,
898,92.93,92.77287742,0.157122584,0.169076277,,,
899,92.92,92.76307937,0.156920632,0.168877133,,,
900,92.9,92.75328855,0.146711449,0.157924057,,,
901,92.89,92.74350494,0.146495059,0.157708105,,,
902,92.89,92.73372852,0.15627148,0.168232835,,,
903,92.87,92.72395926,0.146040736,0.157252865,,,
904,92.87,92.71419715,0.155802846,0.167764451,,,
905,92.86,92.70444217,0.155557832,0.167518665,,,
906,92.85,92.69469428,0.155305718,0.167265178,,,
907,92.84,92.68495348,0.155046523,0.16700401,,,
908,92.81,92.67521973,0.134780271,0.145221713,,,
909,92.8,92.66549301,0.134506985,0.144942872,,,
910,92.79,92.65577331,0.134226686,0.144656414,,,
911,92.78,92.6460606,0.133939399,0.144362361,,,
912,92.78,92.63635486,0.143645145,0.154823394,,,
913,92.77,92.62665605,0.143343948,0.154515413,,,
914,92.77,92.61696417,0.153035832,0.164962631,,,
915,92.76,92.60727918,0.152720821,0.164640816,,,
916,92.76,92.59760106,0.162398938,0.175074319,,,
917,92.75,92.58792979,0.162070208,0.174738769,,,
918,92.74,92.57826535,0.161734655,0.174395789,,,
919,92.73,92.5686077,0.161392303,0.174045404,,,
920,92.72,92.55895682,0.161043177,0.173687637,,,
921,92.71,92.5493127,0.160687303,0.173322514,,,
922,92.71,92.5396753,0.170324705,0.183717727,,,
923,92.7,92.53004459,0.169955408,0.183339168,,,
924,92.69,92.52042056,0.169579439,0.182953327,,,
925,92.66,92.51080318,0.149196823,0.16101535,,,
926,92.64,92.50119241,0.138807586,0.149835477,,,
927,92.64,92.49158825,0.148411753,0.16020267,,,
928,92.62,92.48199065,0.138009352,0.149005994,,,
929,92.61,92.47239959,0.137600408,0.148580508,,,
930,92.61,92.46281505,0.147184949,0.158929866,,,
931,92.61,92.453237,0.156763001,0.169272218,,,
932,92.57,92.44366541,0.126334592,0.136474659,,,
933,92.57,92.43410025,0.135899748,0.146807549,,,
934,92.57,92.4245415,0.145458497,0.157133517,,,
935,92.55,92.41498913,0.135010866,0.14587884,,,
936,92.54,92.40544312,0.134556884,0.145404024,,,
937,92.53,92.39590342,0.134096578,0.144922272,,,
938,92.53,92.38637002,0.143629976,0.155225307,,,
939,92.52,92.37684289,0.143157107,0.154730985,,,
940,92.51,92.367322,0.142677999,0.154229812,,,
941,92.51,92.35780732,0.152192681,0.164514843,,,
942,92.51,92.34829882,0.161701181,0.174793191,,,
943,92.48,92.33879647,0.141203529,0.152685477,,,
944,92.47,92.32930025,0.140699753,0.152157189,,,
945,92.45,92.31981012,0.130189883,0.14082194,,,
946,92.44,92.31032605,0.129673949,0.140279045,,,
947,92.43,92.30084802,0.129151979,0.139729503,,,
948,92.43,92.291376,0.138624005,0.149977285,,,
949,92.39,92.28190994,0.108090055,0.116993241,,,
950,92.38,92.27244984,0.10755016,0.116421477,,,
951,92.37,92.26299565,0.10700435,0.115843185,,,
952,92.37,92.25354734,0.116452656,0.126071946,,,
953,92.37,92.24410489,0.125895108,0.136294368,,,
954,92.36,92.23466826,0.125331737,0.135699152,,,
955,92.35,92.22523743,0.124762574,0.135097535,,,
956,92.34,92.21581235,0.124187649,0.134489548,,,
957,92.34,92.20639301,0.133606994,0.144690269,,,
958,92.34,92.19697936,0.143020641,0.154884818,,,
959,92.33,92.18757138,0.142428621,0.154260393,,,
960,92.33,92.17816903,0.151830965,0.164443805,,,
961,92.32,92.16877229,0.151227705,0.163808173,,,
962,92.31,92.15938113,0.150618874,0.163166368,,,
963,92.3,92.1499955,0.150004503,0.162518421,,,
964,92.29,92.14061538,0.149384624,0.161864366,,,
965,92.28,92.13124073,0.14875927,0.161204237,,,
966,92.27,92.12187153,0.148128473,0.160538065,,,
967,92.25,92.11250773,0.137492265,0.149043106,,,
968,92.25,92.10314932,0.146850681,0.15918773,,,
969,92.25,92.09379625,0.156203752,0.16932656,,,
970,92.22,92.08444849,0.135551511,0.146987108,,,
971,92.2,92.07510601,0.124893992,0.135459861,,,
972,92.19,92.06576877,0.124231227,0.134755643,,,
973,92.19,92.05643675,0.133563251,0.144878242,,,
974,92.18,92.0471099,0.132890097,0.144163698,,,
975,92.17,92.0377882,0.132211798,0.143443418,,,
976,92.17,92.02847161,0.141528388,0.153551468,,,
977,92.16,92.0191601,0.140839901,0.152821073,,,
978,92.13,92.00985363,0.120146371,0.130409608,,,
979,92.13,92.00055217,0.129447833,0.140505625,,,
980,92.13,91.99125568,0.138744319,0.150596244,,,
981,92.11,91.98196413,0.128035866,0.13900322,,,
982,92.1,91.97267749,0.127322507,0.138243764,,,
983,92.09,91.96339572,0.126604276,0.137478853,,,
984,92.09,91.95411879,0.135881209,0.147552621,,,
985,92.07,91.94484666,0.12515334,0.135932812,,,
986,92.06,91.9355793,0.124420705,0.135151754,,,
987,92.03,91.92631666,0.103683338,0.112662542,,,
988,92.02,91.91705873,0.102941274,0.11186837,,,
989,92.01,91.90780545,0.102194548,0.111068958,,,
990,92.01,91.8985568,0.111443197,0.121120745,,,
991,92,91.88931274,0.110687255,0.120312234,,,
992,92,91.88007324,0.119926758,0.130355172,,,
993,91.98,91.87083826,0.109161741,0.118679867,,,
994,91.98,91.86160776,0.118392241,0.1287152,,,
995,91.97,91.85238171,0.117618293,0.127887673,,,
996,91.96,91.84316007,0.116839933,0.127055168,,,
997,91.94,91.8339428,0.106057197,0.115354793,,,
998,91.94,91.82472988,0.115270121,0.125375376,,,
999,91.94,91.81552126,0.124478741,0.135391278,,,
1000,91.93,91.80631691,0.123683094,0.134540513,,,
1001,91.92,91.79711678,0.122883216,0.133684961,,,
1002,91.89,91.78792086,0.102079143,0.111088414,,,
1003,91.89,91.77872909,0.111270913,0.121091428,,,
1004,91.88,91.76954144,0.110458561,0.120220463,,,
1005,91.85,91.76035788,0.089642124,0.097596216,,,
1006,91.84,91.75117836,0.08882164,0.096713458,,,
1007,91.83,91.74200286,0.087997145,0.09582614,,,
1008,91.83,91.73283132,0.097168675,0.10581365,,,
1009,91.83,91.72366373,0.106336268,0.115796873,,,
1010,91.82,91.71450004,0.105499962,0.114898674,,,
1011,91.81,91.70534021,0.104659793,0.113996071,,,
1012,91.79,91.6961842,0.093815798,0.102206992,,,
1013,91.79,91.68703198,0.102968015,0.112177814,,,
1014,91.79,91.67788352,0.112116481,0.122144549,,,
1015,91.79,91.66873877,0.121261234,0.132107238,,,
1016,91.77,91.65959769,0.110402311,0.12030327,,,
1017,91.76,91.65046025,0.109539749,0.119376362,,,
1018,91.76,91.64132641,0.118673587,0.129330413,,,
1019,91.75,91.63219614,0.117803862,0.12839658,,,
1020,91.74,91.62306939,0.116930612,0.127458701,,,
1021,91.74,91.61394613,0.126053874,0.137403395,,,
1022,91.73,91.60482631,0.125173687,0.136458833,,,
1023,91.71,91.59570991,0.114290089,0.124621185,,,
1024,91.69,91.58659688,0.103403116,0.112774693,,,
1025,91.68,91.57748719,0.102512809,0.111815891,,,
1026,91.66,91.5683808,0.091619203,0.099955491,,,
1027,91.66,91.55927766,0.100722339,0.109886907,,,
1028,91.64,91.55017775,0.089822253,0.098016426,,,
1029,91.64,91.54108102,0.098918984,0.107943021,,,
1030,91.62,91.53198743,0.088012571,0.096062619,,,
1031,91.61,91.52289695,0.087103052,0.095080288,,,
1032,91.61,91.51380954,0.096190464,0.104999961,,,
1033,91.6,91.50472515,0.095274848,0.104011842,,,
1034,91.59,91.49564376,0.09435624,0.103020242,,,
